transaction_id,customer_id,merchant_id,amount,timestamp,payment_method,merchant_category,customer_account_age_days,is_new_device,ip_risk_score,location,distance_from_usual_location,failed_attempts_last_24h,transactions_last_1h,transactions_last_24h,avg_transaction_amount,transaction_amount_deviation,previous_chargebacks,previous_fraud_flags,merchant_risk_score,account_velocity,hour_of_day,day_of_week,label
TXN-0006741,12,76,1403.59,2025-03-12 05:00:00,CARD,Travel,1287,0,0.3017,Delhi,10.55,0,0,7,5997.56,0.234,1,0,0.2465,0.0,5,2,0
TXN-0006742,4464,336,2607.91,2025-03-12 05:15:00,UPI,Healthcare,1510,0,0.1349,Pune,0.83,3,1,6,840.36,3.103,0,1,0.1436,0.1667,5,2,0
TXN-0006743,2640,130,1497.82,2025-03-12 05:30:00,UPI,Gaming,1616,0,0.132,Hyderabad,25.82,0,0,6,1129.37,1.326,0,0,0.3159,0.0,5,2,0
TXN-0006744,182,113,14598.61,2025-03-12 05:45:00,UPI,Fashion,593,0,0.0235,Bengaluru,14.15,0,0,7,1574.59,9.271,1,0,0.0809,0.0,5,2,0
TXN-0006745,4340,195,1267.63,2025-03-12 06:00:00,UPI,Fashion,969,0,0.0301,Mumbai,2.08,0,1,4,1362.09,0.931,0,0,0.1907,0.25,6,2,0
TXN-0006746,4276,483,1387.62,2025-03-12 06:15:00,NETBANKING,Electronics,731,0,0.2575,Chennai,0.44,0,0,5,882.26,1.573,0,0,0.2316,0.0,6,2,0
TXN-0006747,61,319,2018.85,2025-03-12 06:30:00,UPI,Gaming,1119,0,0.2135,Delhi,4.39,0,0,3,2276.38,0.887,0,0,0.1077,0.0,6,2,0
TXN-0006748,816,213,1378.52,2025-03-12 06:45:00,UPI,Fashion,1543,0,0.222,Mumbai,1.7,0,3,6,1789.23,0.77,0,1,0.0665,0.5,6,2,0
TXN-0006749,1819,411,2465.2,2025-03-12 07:00:00,UPI,Electronics,633,0,0.2932,Delhi,4.17,0,2,9,2150.93,1.146,0,0,0.0326,0.2222,7,2,0
TXN-0006750,2537,11,6152.6,2025-03-12 07:15:00,UPI,Healthcare,924,0,0.0004,Hyderabad,0.96,0,1,6,3260.98,1.887,0,0,0.073,0.1667,7,2,0
TXN-0006751,3629,169,2085.67,2025-03-12 07:30:00,UPI,Travel,909,0,0.068,Chennai,4.26,0,0,6,12595.17,0.166,0,0,0.1653,0.0,7,2,0
TXN-0006752,2122,271,2164.21,2025-03-12 07:45:00,UPI,Healthcare,748,0,0.0756,Pune,6.36,1,2,7,974.72,2.22,0,0,0.2651,0.2857,7,2,0
TXN-0006753,3059,245,1431.38,2025-03-12 08:00:00,UPI,Gaming,2030,0,0.1672,Delhi,0.97,0,0,7,1614.75,0.886,0,0,0.082,0.0,8,2,0
TXN-0006754,51,339,1086.23,2025-03-12 08:15:00,WALLET,Fashion,94,0,0.0507,Mumbai,4.4,0,3,7,1488.1,0.73,1,0,0.2457,0.4286,8,2,0
TXN-0006755,3293,351,1982.42,2025-03-12 08:30:00,NETBANKING,Gaming,1486,0,0.0919,Mumbai,3.7,1,1,3,765.79,2.589,0,0,0.2795,0.3333,8,2,0
TXN-0006756,4577,228,1813.73,2025-03-12 08:45:00,UPI,Healthcare,386,0,0.4191,Bengaluru,19.0,1,2,9,2090.89,0.867,0,0,0.0457,0.2222,8,2,0
TXN-0006757,2632,465,5818.53,2025-03-12 09:00:00,CARD,Electronics,1227,0,0.0226,Mumbai,6.18,0,1,5,652.15,8.922,0,0,0.2458,0.2,9,2,0
TXN-0006758,2275,465,689.84,2025-03-12 09:15:00,CARD,Fashion,1523,0,0.0368,Bengaluru,1.43,0,0,5,2619.55,0.263,0,0,0.5315,0.0,9,2,0
TXN-0006759,1486,238,7708.48,2025-03-12 09:30:00,CARD,Gaming,1176,0,0.031,Chennai,10.62,0,1,6,4193.23,1.838,0,1,0.1094,0.1667,9,2,0
TXN-0006760,4772,451,1554.22,2025-03-12 09:45:00,CARD,Gaming,1017,0,0.1354,Bengaluru,3.2,1,0,3,2079.45,0.747,0,0,0.1464,0.0,9,2,0
TXN-0006761,167,321,2088.24,2025-03-12 10:00:00,CARD,Grocery,1497,0,0.1307,Chennai,26.29,1,2,5,5646.12,0.37,0,0,0.2888,0.4,10,2,0
TXN-0006762,1434,70,620.61,2025-03-12 10:15:00,UPI,Gaming,78,0,0.189,Hyderabad,3.44,1,0,5,605.93,1.024,1,0,0.0156,0.0,10,2,0
TXN-0006763,694,60,3157.32,2025-03-12 10:30:00,UPI,Fashion,2269,0,0.2905,Delhi,2.46,0,4,9,712.86,4.429,0,0,0.0276,0.4444,10,2,0
TXN-0006764,4332,40,688.88,2025-03-12 10:45:00,UPI,Grocery,879,0,0.1051,Chennai,10.63,0,2,7,2995.53,0.23,0,1,0.0501,0.2857,10,2,0
TXN-0006765,2414,106,2614.77,2025-03-12 11:00:00,UPI,Grocery,116,0,0.1005,Chennai,12.42,0,1,5,3788.41,0.69,0,0,0.0909,0.2,11,2,0
TXN-0006766,4612,157,2371.41,2025-03-12 11:15:00,UPI,Electronics,916,0,0.0818,Chennai,8.32,4,0,4,2696.47,0.879,0,0,0.1388,0.0,11,2,0
TXN-0006767,3326,35,1299.74,2025-03-12 11:30:00,UPI,Travel,889,0,0.3341,Pune,2.3,0,1,4,7683.45,0.169,1,0,0.4031,0.25,11,2,0
TXN-0006768,2785,305,228.21,2025-03-12 11:45:00,CARD,Electronics,577,0,0.3352,Pune,8.18,0,0,0,1833.22,0.124,1,1,0.4614,0.0,11,2,0
TXN-0006769,2588,206,15617.8,2025-03-12 12:00:00,UPI,Electronics,1531,0,0.3459,Chennai,4.0,0,0,10,3764.91,4.148,0,0,0.0613,0.0,12,2,1
TXN-0006770,1014,301,627.25,2025-03-12 12:15:00,UPI,Electronics,420,0,0.0561,Hyderabad,19.2,1,1,6,1919.92,0.327,0,0,0.031,0.1667,12,2,0
TXN-0006771,2811,252,2364.42,2025-03-12 12:30:00,UPI,Fashion,864,0,0.1035,Hyderabad,7.08,0,1,7,360.87,6.552,0,0,0.1875,0.1429,12,2,0
TXN-0006772,3427,136,867.6,2025-03-12 12:45:00,UPI,Electronics,28,1,0.188,Delhi,1.13,0,1,4,1237.32,0.701,0,0,0.3542,0.25,12,2,0
TXN-0006773,4827,308,5133.51,2025-03-12 13:00:00,CARD,Fashion,581,0,0.1441,Hyderabad,14.77,0,3,9,1340.72,3.829,0,1,0.4116,0.3333,13,2,1
TXN-0006774,2745,476,1231.58,2025-03-12 13:15:00,UPI,Gaming,1574,0,0.3011,Pune,19.93,0,2,3,2346.39,0.525,0,1,0.3438,0.6667,13,2,0
TXN-0006775,4695,159,848.58,2025-03-12 13:30:00,CARD,Grocery,692,1,0.0327,Mumbai,8.28,0,1,6,2296.37,0.37,0,0,0.1268,0.1667,13,2,0
TXN-0006776,4723,154,3263.97,2025-03-12 13:45:00,CARD,Electronics,1920,1,0.2583,Pune,6.89,0,3,6,6011.35,0.543,0,0,0.089,0.5,13,2,0
TXN-0006777,2613,259,504.51,2025-03-12 14:00:00,CARD,Grocery,1258,0,0.0097,Mumbai,10.35,0,2,7,811.58,0.622,0,0,0.6075,0.2857,14,2,0
TXN-0006778,2197,403,1190.66,2025-03-12 14:15:00,CARD,Fashion,584,0,0.1049,Pune,0.54,0,1,6,676.31,1.761,0,0,0.1884,0.1667,14,2,0
TXN-0006779,714,266,3589.57,2025-03-12 14:30:00,CARD,Fashion,664,0,0.1561,Bengaluru,2.98,0,1,9,2561.84,1.401,0,0,0.1167,0.1111,14,2,1
TXN-0006780,1343,416,8122.43,2025-03-12 14:45:00,UPI,Electronics,816,0,0.1236,Delhi,0.04,0,0,3,1348.47,6.023,0,0,0.0814,0.0,14,2,0
TXN-0006781,4396,38,687.55,2025-03-12 15:00:00,UPI,Grocery,1353,0,0.1067,Delhi,3.77,1,0,4,1587.32,0.433,0,0,0.014,0.0,15,2,0
TXN-0006782,692,50,976.51,2025-03-12 15:15:00,CARD,Gaming,2249,0,0.6768,Bengaluru,8.71,1,1,6,1159.92,0.842,0,0,0.099,0.1667,15,2,0
TXN-0006783,1986,204,2559.79,2025-03-12 15:30:00,UPI,Gaming,613,0,0.0836,Delhi,12.72,0,2,7,1772.75,1.444,0,0,0.2995,0.2857,15,2,0
TXN-0006784,3494,117,244.23,2025-03-12 15:45:00,UPI,Travel,2416,0,0.2392,Hyderabad,2.97,2,0,1,813.62,0.3,0,1,0.2237,0.0,15,2,0
TXN-0006785,1204,12,6996.51,2025-03-12 16:00:00,CARD,Healthcare,1634,0,0.2502,Pune,1.75,0,2,9,1552.97,4.505,1,0,0.3893,0.2222,16,2,1
TXN-0006786,4871,108,662.52,2025-03-12 16:15:00,UPI,Healthcare,1418,0,0.2409,Mumbai,42.17,0,1,3,5505.15,0.12,0,0,0.0682,0.3333,16,2,0
TXN-0006787,3248,136,1162.27,2025-03-12 16:30:00,UPI,Electronics,793,0,0.104,Chennai,11.41,0,3,10,2055.36,0.565,0,0,0.094,0.3,16,2,0
TXN-0006788,142,460,2336.45,2025-03-12 16:45:00,UPI,Grocery,1001,1,0.617,Mumbai,10.52,1,0,4,1738.7,1.344,0,0,0.2152,0.0,16,2,0
TXN-0006789,1236,392,1894.63,2025-03-12 17:00:00,UPI,Healthcare,1909,0,0.2817,Chennai,1.62,2,0,2,2861.15,0.662,0,0,0.1403,0.0,17,2,0
TXN-0006790,3703,176,686.72,2025-03-12 17:15:00,UPI,Gaming,2466,0,0.264,Hyderabad,0.0,0,1,8,1089.61,0.63,1,0,0.0561,0.125,17,2,0
TXN-0006791,4316,480,10066.83,2025-03-12 17:30:00,UPI,Gaming,1259,0,0.0379,Mumbai,17.19,0,1,9,648.25,15.529,0,0,0.3904,0.1111,17,2,0
TXN-0006792,4635,419,137.06,2025-03-12 17:45:00,UPI,Healthcare,150,0,0.1312,Pune,1.7,0,1,3,1178.98,0.116,0,0,0.0371,0.3333,17,2,0
TXN-0006793,4256,126,586.13,2025-03-12 18:00:00,UPI,Electronics,1420,0,0.2728,Delhi,7.51,0,1,1,1248.8,0.469,0,1,0.2283,1.0,18,2,0
TXN-0006794,374,240,952.19,2025-03-12 18:15:00,WALLET,Healthcare,742,0,0.046,Pune,0.11,1,1,9,385.12,2.472,0,0,0.1076,0.1111,18,2,0
TXN-0006795,3649,461,696.34,2025-03-12 18:30:00,UPI,Gaming,1924,0,0.1924,Hyderabad,4.08,0,2,13,1691.0,0.412,0,0,0.047,0.1538,18,2,0
TXN-0006796,551,229,6094.22,2025-03-12 18:45:00,CARD,Electronics,1315,0,0.0742,Delhi,5.33,0,0,7,4646.15,1.312,0,0,0.1172,0.0,18,2,0
TXN-0006797,383,186,342.82,2025-03-12 19:00:00,WALLET,Grocery,355,0,0.264,Hyderabad,4.86,0,2,13,2695.54,0.127,0,0,0.1449,0.1538,19,2,0
TXN-0006798,3460,452,8544.17,2025-03-12 19:15:00,UPI,Electronics,620,0,0.0336,Pune,4.76,1,4,9,3451.07,2.476,0,0,0.203,0.4444,19,2,0
TXN-0006799,2391,331,1362.95,2025-03-12 19:30:00,UPI,Grocery,2281,0,0.2694,Chennai,15.35,0,1,8,836.76,1.629,0,0,0.4116,0.125,19,2,0
TXN-0006800,3240,221,461.55,2025-03-12 19:45:00,WALLET,Fashion,2308,0,0.0858,Pune,3.78,0,1,9,9686.33,0.048,0,0,0.4006,0.1111,19,2,0
TXN-0006801,4258,435,220.22,2025-03-12 20:00:00,NETBANKING,Healthcare,950,0,0.3984,Hyderabad,3.38,0,0,5,527.81,0.417,0,0,0.3337,0.0,20,2,0
TXN-0006802,345,373,1451.59,2025-03-12 20:15:00,CARD,Fashion,1316,0,0.0372,Chennai,12.19,0,0,5,1774.95,0.818,0,0,0.2967,0.0,20,2,0
TXN-0006803,2638,174,892.09,2025-03-12 20:30:00,UPI,Grocery,847,0,0.0784,Chennai,9.17,1,1,4,1153.73,0.773,0,0,0.4408,0.25,20,2,0
TXN-0006804,4173,213,2280.24,2025-03-12 20:45:00,CARD,Healthcare,2225,0,0.2573,Delhi,9.39,0,3,9,2165.07,1.053,0,0,0.0929,0.3333,20,2,0
TXN-0006805,2202,24,1147.07,2025-03-12 21:00:00,CARD,Grocery,2125,0,0.1039,Chennai,2.45,0,1,4,1359.17,0.844,1,0,0.1009,0.25,21,2,0
TXN-0006806,2618,51,4681.36,2025-03-12 21:15:00,UPI,Healthcare,829,0,0.3011,Delhi,1.4,0,3,10,1224.9,3.822,0,0,0.249,0.3,21,2,0
TXN-0006807,2490,478,1560.95,2025-03-12 21:30:00,NETBANKING,Fashion,627,0,0.1047,Delhi,2.08,1,1,7,5517.28,0.283,1,0,0.1317,0.1429,21,2,0
TXN-0006808,4536,27,1178.07,2025-03-12 21:45:00,WALLET,Electronics,417,0,0.3142,Bengaluru,2.72,0,0,1,2565.09,0.459,0,0,0.2158,0.0,21,2,0
TXN-0006809,250,419,4763.78,2025-03-12 22:00:00,UPI,Gaming,1928,0,0.0064,Hyderabad,10.08,0,1,6,4508.16,1.057,0,0,0.0919,0.1667,22,2,0
TXN-0006810,4390,105,2261.34,2025-03-12 22:15:00,NETBANKING,Electronics,2290,0,0.1358,Delhi,10.99,0,1,6,1117.19,2.024,0,0,0.3209,0.1667,22,2,0
TXN-0006811,4082,271,3905.63,2025-03-12 22:30:00,CARD,Healthcare,1322,0,0.1095,Mumbai,1.26,0,0,5,3415.24,1.144,0,0,0.0642,0.0,22,2,0
TXN-0006812,4063,362,5677.14,2025-03-12 22:45:00,UPI,Fashion,1198,0,0.1414,Bengaluru,11.08,0,3,8,1708.45,3.323,0,0,0.3344,0.375,22,2,1
TXN-0006813,2062,496,1341.77,2025-03-12 23:00:00,UPI,Electronics,923,0,0.0604,Delhi,17.05,1,2,11,1094.97,1.225,1,0,0.5122,0.1818,23,2,1
TXN-0006814,2580,187,1870.18,2025-03-12 23:15:00,UPI,Electronics,1983,0,0.273,Hyderabad,2.62,0,0,9,775.74,2.411,0,0,0.2322,0.0,23,2,0
TXN-0006815,1845,463,4185.35,2025-03-12 23:30:00,UPI,Grocery,124,0,0.104,Delhi,3.54,0,1,6,1846.87,2.266,0,0,0.3797,0.1667,23,2,0
TXN-0006816,1259,228,155.23,2025-03-12 23:45:00,UPI,Grocery,791,0,0.0426,Mumbai,7.44,0,0,5,734.21,0.211,0,0,0.0667,0.0,23,2,0
TXN-0006817,4378,434,1625.83,2025-03-13 00:00:00,CARD,Gaming,1513,0,0.2477,Pune,1.53,0,0,7,1071.48,1.517,0,0,0.2567,0.0,0,3,0
TXN-0006818,2530,51,1437.52,2025-03-13 00:15:00,CARD,Grocery,277,0,0.294,Pune,15.84,0,0,2,1838.7,0.782,0,0,0.3326,0.0,0,3,0
TXN-0006819,3617,135,2616.5,2025-03-13 00:30:00,CARD,Travel,882,0,0.1919,Mumbai,4.01,0,1,5,1062.79,2.462,0,0,0.1547,0.2,0,3,0
TXN-0006820,505,312,807.89,2025-03-13 00:45:00,UPI,Healthcare,1585,1,0.1471,Bengaluru,8.13,0,2,6,1606.43,0.503,0,0,0.1917,0.3333,0,3,0
TXN-0006821,3945,354,5382.94,2025-03-13 01:00:00,UPI,Electronics,867,0,0.0962,Pune,1.91,0,0,6,1386.07,3.884,1,0,0.1847,0.0,1,3,0
TXN-0006822,3295,402,860.73,2025-03-13 01:15:00,UPI,Grocery,661,0,0.056,Bengaluru,12.15,0,1,5,1487.43,0.579,0,0,0.1382,0.2,1,3,0
TXN-0006823,4989,179,1137.43,2025-03-13 01:30:00,WALLET,Electronics,1808,0,0.0705,Pune,8.65,1,1,9,629.46,1.807,0,1,0.123,0.1111,1,3,0
TXN-0006824,670,313,926.24,2025-03-13 01:45:00,UPI,Gaming,2292,0,0.0666,Mumbai,5.89,0,1,6,632.38,1.465,0,1,0.3734,0.1667,1,3,0
TXN-0006825,2701,311,6157.49,2025-03-13 02:00:00,UPI,Travel,537,0,0.164,Pune,4.57,2,1,6,5755.32,1.07,0,0,0.1393,0.1667,2,3,0
TXN-0006826,2556,493,223.62,2025-03-13 02:15:00,UPI,Travel,738,0,0.1695,Bengaluru,12.53,0,1,6,3138.87,0.071,0,1,0.0643,0.1667,2,3,0
TXN-0006827,2692,59,10747.43,2025-03-13 02:30:00,CARD,Gaming,544,0,0.0434,Pune,1.4,0,0,4,2150.07,4.999,0,0,0.3688,0.0,2,3,0
TXN-0006828,272,9,7855.05,2025-03-13 02:45:00,UPI,Fashion,719,0,0.0884,Pune,7.41,1,3,5,773.31,10.158,0,0,0.0773,0.6,2,3,0
TXN-0006829,2366,288,1023.19,2025-03-13 03:00:00,UPI,Electronics,2299,0,0.0013,Hyderabad,6.37,0,0,6,1650.58,0.62,0,0,0.2226,0.0,3,3,0
TXN-0006830,1498,8,5026.43,2025-03-13 03:15:00,NETBANKING,Fashion,1886,0,0.1799,Mumbai,14.93,2,1,5,1474.08,3.41,0,1,0.2702,0.2,3,3,0
TXN-0006831,3087,98,2050.08,2025-03-13 03:30:00,UPI,Gaming,2025,0,0.0364,Hyderabad,8.35,0,1,5,1106.55,1.853,0,0,0.2073,0.2,3,3,0
TXN-0006832,1161,251,9399.89,2025-03-13 03:45:00,UPI,Healthcare,946,0,0.1973,Mumbai,5.64,0,1,5,4688.73,2.005,0,0,0.199,0.2,3,3,1
TXN-0006833,2176,134,4657.32,2025-03-13 04:00:00,CARD,Electronics,300,0,0.1978,Chennai,1.4,1,1,3,1816.44,2.564,0,0,0.2201,0.3333,4,3,0
TXN-0006834,3101,134,16134.04,2025-03-13 04:15:00,UPI,Grocery,361,0,0.185,Hyderabad,3.14,1,1,6,1217.4,13.253,0,0,0.0843,0.1667,4,3,1
TXN-0006835,321,174,377.43,2025-03-13 04:30:00,WALLET,Healthcare,2329,0,0.257,Delhi,10.13,0,0,6,2415.75,0.156,1,0,0.0261,0.0,4,3,0
TXN-0006836,3934,344,2179.58,2025-03-13 04:45:00,CARD,Grocery,601,0,0.0219,Chennai,1.79,1,2,5,2649.79,0.823,0,0,0.0692,0.4,4,3,0
TXN-0006837,3579,183,321.0,2025-03-13 05:00:00,CARD,Grocery,268,0,0.1228,Bengaluru,1.56,0,1,5,1424.8,0.225,0,0,0.1431,0.2,5,3,0
TXN-0006838,287,397,1071.51,2025-03-13 05:15:00,UPI,Electronics,1659,0,0.2174,Hyderabad,10.62,0,0,8,6895.39,0.155,0,0,0.067,0.0,5,3,0
TXN-0006839,324,80,17072.0,2025-03-13 05:30:00,NETBANKING,Electronics,808,0,0.0564,Delhi,9.54,0,0,6,2350.89,7.262,1,0,0.2251,0.0,5,3,1
TXN-0006840,4252,52,2874.81,2025-03-13 05:45:00,UPI,Travel,313,0,0.018,Delhi,1.45,1,1,10,1803.28,1.594,0,0,0.1215,0.1,5,3,0
TXN-0006841,1417,84,4817.85,2025-03-13 06:00:00,NETBANKING,Gaming,852,0,0.0419,Delhi,8.08,0,1,8,1858.72,2.592,0,0,0.487,0.125,6,3,1
TXN-0006842,4304,459,3009.35,2025-03-13 06:15:00,UPI,Healthcare,1742,0,0.0425,Hyderabad,11.2,0,0,10,271.35,11.09,0,0,0.163,0.0,6,3,0
TXN-0006843,2497,139,2824.27,2025-03-13 06:30:00,UPI,Grocery,846,0,0.0638,Bengaluru,1.57,0,0,3,2253.8,1.253,0,2,0.1684,0.0,6,3,0
TXN-0006844,1712,15,1067.63,2025-03-13 06:45:00,UPI,Gaming,2370,0,0.0877,Mumbai,23.35,2,2,5,1869.32,0.571,0,0,0.2141,0.4,6,3,0
TXN-0006845,1368,158,886.16,2025-03-13 07:00:00,NETBANKING,Fashion,1100,0,0.1065,Bengaluru,16.8,2,0,7,1224.34,0.724,0,0,0.0189,0.0,7,3,0
TXN-0006846,3296,345,1039.38,2025-03-13 07:15:00,CARD,Fashion,345,0,0.1205,Pune,4.9,0,1,7,562.37,1.848,0,0,0.1571,0.1429,7,3,0
TXN-0006847,549,181,117.35,2025-03-13 07:30:00,UPI,Electronics,2241,0,0.0643,Mumbai,1.31,0,1,4,1096.31,0.107,2,1,0.0669,0.25,7,3,0
TXN-0006848,2014,193,1658.23,2025-03-13 07:45:00,UPI,Travel,699,0,0.2136,Pune,9.93,0,0,2,3722.0,0.446,0,0,0.1317,0.0,7,3,0
TXN-0006849,1730,44,2287.91,2025-03-13 08:00:00,UPI,Grocery,893,0,0.0864,Chennai,21.42,1,1,7,1517.99,1.507,1,1,0.1096,0.1429,8,3,0
TXN-0006850,771,334,969.06,2025-03-13 08:15:00,UPI,Healthcare,854,0,0.1847,Mumbai,1.21,0,2,4,6634.91,0.146,0,0,0.3891,0.5,8,3,0
TXN-0006851,1765,111,1579.49,2025-03-13 08:30:00,UPI,Electronics,1219,0,0.2131,Bengaluru,21.51,1,1,6,9961.81,0.159,0,1,0.3301,0.1667,8,3,0
TXN-0006852,2644,49,3042.97,2025-03-13 08:45:00,UPI,Grocery,1469,0,0.2376,Chennai,2.31,0,1,6,1777.25,1.712,0,0,0.1324,0.1667,8,3,0
TXN-0006853,3388,358,4360.51,2025-03-13 09:00:00,CARD,Fashion,1414,0,0.2135,Mumbai,5.18,1,1,8,2413.25,1.807,0,1,0.2962,0.125,9,3,0
TXN-0006854,432,469,543.34,2025-03-13 09:15:00,UPI,Grocery,1620,0,0.2708,Pune,3.28,1,2,6,792.27,0.686,0,0,0.3056,0.3333,9,3,0
TXN-0006855,4362,306,813.03,2025-03-13 09:30:00,CARD,Grocery,688,0,0.021,Mumbai,2.42,1,0,4,651.0,1.249,0,0,0.1935,0.0,9,3,0
TXN-0006856,4393,469,3821.89,2025-03-13 09:45:00,UPI,Gaming,2410,0,0.0647,Chennai,3.17,0,3,7,1732.82,2.206,1,2,0.1457,0.4286,9,3,0
TXN-0006857,3460,202,3243.96,2025-03-13 10:00:00,UPI,Grocery,1172,0,0.1123,Mumbai,6.99,0,1,7,2469.13,1.314,0,0,0.0538,0.1429,10,3,0
TXN-0006858,4622,260,6904.58,2025-03-13 10:15:00,UPI,Grocery,2459,0,0.2323,Chennai,17.1,0,0,6,1739.34,3.97,0,0,0.4266,0.0,10,3,0
TXN-0006859,2140,179,6624.08,2025-03-13 10:30:00,UPI,Grocery,181,0,0.1373,Delhi,8.34,0,1,10,690.36,9.595,0,0,0.0588,0.1,10,3,0
TXN-0006860,4109,255,20139.03,2025-03-13 10:45:00,CARD,Grocery,803,1,0.213,Mumbai,41.45,0,3,9,703.29,28.635,0,0,0.2682,0.3333,10,3,1
TXN-0006861,3637,447,1343.15,2025-03-13 11:00:00,CARD,Travel,2063,0,0.1237,Pune,10.53,0,1,4,3646.24,0.368,0,0,0.1931,0.25,11,3,0
TXN-0006862,2813,318,8726.38,2025-03-13 11:15:00,CARD,Electronics,521,0,0.1779,Pune,8.59,0,1,8,1976.87,4.414,0,0,0.2718,0.125,11,3,0
TXN-0006863,898,14,717.32,2025-03-13 11:30:00,WALLET,Gaming,1601,0,0.356,Pune,3.14,0,0,4,4482.71,0.16,0,0,0.0568,0.0,11,3,0
TXN-0006864,2788,291,19724.07,2025-03-13 11:45:00,UPI,Fashion,627,0,0.0753,Delhi,9.11,0,2,4,2620.24,7.528,0,0,0.2302,0.5,11,3,1
TXN-0006865,4507,189,2836.25,2025-03-13 12:00:00,UPI,Grocery,2055,0,0.2041,Pune,2.05,1,0,8,1323.78,2.143,1,1,0.0698,0.0,12,3,0
TXN-0006866,4924,272,3095.06,2025-03-13 12:15:00,UPI,Grocery,1527,0,0.1125,Mumbai,7.77,0,2,6,591.55,5.232,0,2,0.1271,0.3333,12,3,0
TXN-0006867,2241,279,4843.86,2025-03-13 12:30:00,CARD,Fashion,1241,0,0.2846,Hyderabad,13.17,1,0,6,992.38,4.881,0,0,0.2863,0.0,12,3,1
TXN-0006868,1240,295,464.14,2025-03-13 12:45:00,WALLET,Grocery,674,0,0.1879,Bengaluru,0.89,1,2,7,3191.26,0.145,0,0,0.3549,0.2857,12,3,0
TXN-0006869,3738,434,614.49,2025-03-13 13:00:00,UPI,Grocery,2309,0,0.1027,Delhi,7.37,0,0,9,5025.86,0.122,0,0,0.2961,0.0,13,3,0
TXN-0006870,380,430,2020.73,2025-03-13 13:15:00,UPI,Travel,2039,0,0.1606,Chennai,6.31,0,1,5,1056.76,1.912,0,0,0.261,0.2,13,3,0
TXN-0006871,756,486,2543.41,2025-03-13 13:30:00,UPI,Gaming,1152,0,0.0314,Chennai,10.63,0,0,8,1944.1,1.308,0,0,0.2187,0.0,13,3,0
TXN-0006872,2810,306,14444.89,2025-03-13 13:45:00,UPI,Gaming,1159,1,0.0368,Hyderabad,3.01,0,2,7,1558.62,9.268,0,0,0.0514,0.2857,13,3,0
TXN-0006873,4952,143,696.69,2025-03-13 14:00:00,CARD,Gaming,1914,0,0.3151,Delhi,18.73,2,1,9,1667.83,0.418,0,0,0.0514,0.1111,14,3,0
TXN-0006874,1644,98,8397.88,2025-03-13 14:15:00,CARD,Fashion,32,0,0.1666,Mumbai,30.84,0,0,6,6974.62,1.204,0,0,0.171,0.0,14,3,0
TXN-0006875,2217,425,1380.16,2025-03-13 14:30:00,NETBANKING,Gaming,1957,0,0.0789,Chennai,0.13,1,1,6,4672.09,0.295,0,0,0.1042,0.1667,14,3,0
TXN-0006876,1612,457,1361.06,2025-03-13 14:45:00,NETBANKING,Grocery,1967,1,0.0261,Pune,2.61,0,0,3,2145.52,0.634,0,0,0.4547,0.0,14,3,0
TXN-0006877,2203,19,1527.98,2025-03-13 15:00:00,UPI,Healthcare,1862,0,0.0091,Hyderabad,7.66,0,2,5,1033.92,1.478,0,0,0.1513,0.4,15,3,0
TXN-0006878,36,108,1326.45,2025-03-13 15:15:00,UPI,Fashion,1059,1,0.1142,Delhi,1.45,0,3,9,1813.75,0.731,0,0,0.1597,0.3333,15,3,0
TXN-0006879,2974,340,2928.02,2025-03-13 15:30:00,UPI,Fashion,1156,0,0.0183,Chennai,2.46,1,0,5,414.57,7.063,0,0,0.3125,0.0,15,3,0
TXN-0006880,2982,83,1212.69,2025-03-13 15:45:00,UPI,Grocery,2482,1,0.2908,Pune,7.42,0,0,2,3034.77,0.4,0,0,0.1348,0.0,15,3,0
TXN-0006881,1578,26,439.26,2025-03-13 16:00:00,UPI,Electronics,1750,0,0.09,Bengaluru,2.07,1,1,6,2826.51,0.155,0,0,0.0604,0.1667,16,3,0
TXN-0006882,1321,499,1377.1,2025-03-13 16:15:00,UPI,Gaming,1907,0,0.008,Chennai,7.57,0,2,7,1964.18,0.701,0,0,0.1434,0.2857,16,3,0
TXN-0006883,3809,49,2841.77,2025-03-13 16:30:00,WALLET,Electronics,1152,0,0.0707,Bengaluru,8.71,0,1,4,1774.24,1.602,1,0,0.4949,0.25,16,3,0
TXN-0006884,940,107,442.84,2025-03-13 16:45:00,UPI,Electronics,1401,0,0.1547,Bengaluru,5.36,0,1,7,4582.56,0.097,0,0,0.1759,0.1429,16,3,0
TXN-0006885,236,495,3220.76,2025-03-13 17:00:00,UPI,Gaming,941,0,0.144,Pune,2.8,0,1,6,8889.01,0.362,0,0,0.4023,0.1667,17,3,0
TXN-0006886,203,51,5860.92,2025-03-13 17:15:00,WALLET,Grocery,308,0,0.1146,Hyderabad,1.9,0,0,7,2122.58,2.761,0,0,0.0392,0.0,17,3,0
TXN-0006887,4409,400,7906.76,2025-03-13 17:30:00,NETBANKING,Travel,2015,0,0.1475,Bengaluru,11.97,1,1,9,2511.96,3.148,0,0,0.2211,0.1111,17,3,0
TXN-0006888,1822,282,2523.01,2025-03-13 17:45:00,UPI,Electronics,1305,1,0.2349,Hyderabad,1.56,2,4,7,748.01,3.373,0,0,0.1774,0.5714,17,3,0
